go bininfo D:\github\NONO_PHP-memcache-dll checkavx recurse;;;;;;;;;;;;;;;;;
filename;date;x;link;set;cl;bver;pver;fver;pdb;pdb;Â©   ;product;company;description;originalname;internalname;copyright
/vs17/x64/nts/php-8.1.x_memcache.dll;22/09/2022 21:00;64;ltcg;;14.34;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/nts/php-8.2.x_memcache.dll;24/11/2023 15:49;64;ltcg;;14.39;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.39[vs17] php-src:8.2 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/nts/php-8.3.x_memcache.dll;24/11/2023 16:08;64;ltcg;;14.39;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.39[vs17] php-src:8.3 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/ts/avx/php-8.0.x_memcache.dll;22/09/2022 21:41;64;ltcg;avx (220);14.34;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/ts/avx/php-8.1.x_memcache.dll;22/09/2022 21:23;64;ltcg;avx (221);14.34;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/ts/avx/php-8.2.x_memcache.dll;24/11/2023 15:48;64;ltcg;avx (244);14.39;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.39[vs17] php-src:8.2 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/ts/avx/php-8.3.x_memcache.dll;24/11/2023 16:07;64;ltcg;avx (251);14.39;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.39[vs17] php-src:8.3 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/ts/php-8.0.x_memcache.dll;22/09/2022 21:42;64;ltcg;;14.34;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/ts/php-8.1.x_memcache.dll;22/09/2022 21:13;64;ltcg;;14.34;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/ts/php-8.2.x_memcache.dll;24/11/2023 15:50;64;ltcg;;14.39;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.39[vs17] php-src:8.2 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x64/ts/php-8.3.x_memcache.dll;24/11/2023 16:09;64;ltcg;;14.39;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.39[vs17] php-src:8.3 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/nts/avx/php-8.0.x_memcache.dll;22/09/2022 21:43;32;ltcg;avx (241);14.34;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/nts/avx/php-8.1.x_memcache.dll;22/09/2022 21:00;32;ltcg;avx (241);14.34;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/nts/avx/php-8.2.x_memcache.dll;24/11/2023 15:51;32;ltcg;avx (263);14.39;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.39[vs17] php-src:8.2 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/nts/avx/php-8.3.x_memcache.dll;24/11/2023 16:10;32;ltcg;avx (263);14.39;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.39[vs17] php-src:8.3 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/nts/php-8.0.x_memcache.dll;22/09/2022 21:44;32;ltcg;avx (3);14.34;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/nts/php-8.1.x_memcache.dll;22/09/2022 21:01;32;ltcg;avx (3);14.34;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/nts/php-8.2.x_memcache.dll;24/11/2023 15:52;32;ltcg;avx (3);14.39;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.39[vs17] php-src:8.2 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/nts/php-8.3.x_memcache.dll;24/11/2023 16:11;32;ltcg;avx (3);14.39;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.39[vs17] php-src:8.3 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/ts/avx/php-8.0.x_memcache.dll;22/09/2022 21:43;32;ltcg;avx (227);14.34;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/ts/avx/php-8.1.x_memcache.dll;22/09/2022 21:13;32;ltcg;avx (227);14.34;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/ts/avx/php-8.2.x_memcache.dll;24/11/2023 15:51;32;ltcg;avx (249);14.39;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.39[vs17] php-src:8.2 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/ts/avx/php-8.3.x_memcache.dll;24/11/2023 16:10;32;ltcg;avx (249);14.39;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.39[vs17] php-src:8.3 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/ts/php-8.0.x_memcache.dll;22/09/2022 21:44;32;ltcg;avx (3);14.34;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/ts/php-8.1.x_memcache.dll;22/09/2022 21:14;32;ltcg;avx (3);14.34;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.34[vs17] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/ts/php-8.2.x_memcache.dll;24/11/2023 15:53;32;ltcg;avx (3);14.39;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.39[vs17] php-src:8.2 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs17/x86/ts/php-8.3.x_memcache.dll;24/11/2023 16:12;32;ltcg;avx (3);14.39;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.39[vs17] php-src:8.3 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts

